ID,Время создания,Время изменения,Ваш пол,Сколько вам лет?,"Укажите тип населённого пункта, в котором вы проживаете.",Источник ответов,Кого бы вы НЕ хотели видеть своим соседом? / Наркозависимого,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой расы,Кого бы вы НЕ хотели видеть своим соседом? / Гомосексуала,Кого бы вы НЕ хотели видеть своим соседом? / Иммигранта,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой религии,Кого бы вы НЕ хотели видеть своим соседом? / Не против любого из перечисленных,"Согласны ли вы с утверждением: В целом, из мужчин получаются более хорошие политические лидеры, чем из женщин?","Согласны ли вы с утверждением: Гомосексуальные пары такие же хорошие родители, как и другие пары?",Согласны ли вы с утверждением: Религия играет важную роль в моей жизни.,Могли бы вы посетить несанкционированный политический митинг?,Доверяете ли вы Правительству?,Доверяете ли вы полиции?,"Согласны ли вы с утверждением: Среди политических лидеров женщины более компетентны, чем мужчины",Одобряете ли вы деятельность Владимира Путина?,"По вашему мнению, как часто в вашей стране фальсифицируют выборы?","По вашему мнению, какой должна быть иммиграционная политика?",Доверяете ли вы движениям за женские права?,"Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Для мужчины оправдано ударить свою жену","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Гомосексуализм - это норма","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Проституция может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Аборт может быть оправдан","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Родители могут ударить своего ребёнка","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Секс до брака - это норма","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Религия НЕ играет важную роль в моей жизни","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Мужчины лучше справляются с ответственными должностями","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Самоубийство может быть оправдано","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Эвтаназия может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Случайные половые связи могут быть оправданы","За какую партию вы бы проголосовали, если бы выборы были бы завтра?",failed_sexism_check,failed_religion_check,invalid_age,invalid_sex,failed_control,Q18: Neighbors: Drug addicts,Q19: Neighbors: People of a different race,Q22: Neighbors: Homosexuals,Q21: Neighbors: Immigrants/foreign workers,Q23: Neighbors: People of a different religion,Q29: Men make better political leaders than women do,Q36: Homosexual couples are as good parents as other couples,Q212: Political action: Joining unofficial strikes,Q71: Confidence: The Government,Q69: Confidence: The Police,Q80: Confidence: The Women´s Movement,Q227: How often in country´s elections: Voters are bribed,Q130: Immigration policy preference,Q223: Which party would you vote for if there were a national election tomorrow,Q189: Justifiable: For a man to beat his wife,Q182: Justifiable: Homosexuality,Q183: Justifiable: Prostitution,Q184: Justifiable: Abortion,Q190: Justifiable: Parents beating children,Q186: Justifiable: Sex before marriage,Q187: Justifiable: Suicide,Q188: Justifiable: Euthanasia,Q193: Justifiable: Having casual sex
1067674867,2022-01-22 21:32:20,2022-01-22 21:32:20,Мужской,30-49,малый город (до 50 тыс. жителей),male_30_49,Наркозависимого,,,,,,Полностью согласен,Полностью согласен,Абсолютно не согласен,Мог бы посетить,Скорее доверяю,Скорее не доверяю,Абсолютно не согласен,Не одобряю,Очень часто,Запретить приезжать сюда из других стран,Абсолютно не доверяю,4.0,10.0,10.0,10.0,8.0,9.0,9.0,10.0,10.0,10.0,10.0,ЛДПР,False,False,False,False,False,1,2,2,2,2,1,1,2,2,3,4,1,4,0,4.0,10.0,10.0,10.0,8.0,9.0,10.0,10.0,10.0
1067674330,2022-01-22 21:31:56,2022-01-22 21:31:56,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Абсолютно согласен,Мог бы посетить,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,2.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,Единая Россия,False,False,False,False,False,1,2,1,2,2,2,5,2,2,2,-1,-1,-1,1,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0
1067673783,2022-01-22 21:31:32,2022-01-22 21:31:32,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее не согласен,"Ни согласен, ни несогласен",Скорее не согласен,Никогда бы не посетил,Полностью доверяю,Скорее доверяю,Скорее согласен,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,2.0,2.0,2.0,5.0,8.0,9.0,5.0,1.0,1.0,2.0,Единая Россия,False,False,False,False,False,1,2,2,2,2,3,3,3,1,2,2,-1,3,1,1.0,2.0,2.0,2.0,5.0,8.0,1.0,1.0,2.0
1067673262,2022-01-22 21:31:09,2022-01-22 21:31:09,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,Затрудняюсь ответить,Скорее согласен,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Одобряю,Скорее часто,Затрудняюсь ответить,Затрудняюсь ответить,1.0,1.0,1.0,3.0,1.0,4.0,1.0,5.0,1.0,4.0,1.0,Партия Роста,True,False,False,False,True,1,2,2,2,2,2,-1,-1,-1,-1,-1,2,-1,0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0
1067672973,2022-01-22 21:30:55,2022-01-22 21:30:55,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,,,,,,Не против любого из перечисленных,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Партия пенсионеров,False,False,False,False,False,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0
1067672823,2022-01-22 21:30:49,2022-01-22 21:30:50,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,,,,Скорее не согласен,Полностью не согласен,Скорее согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее доверяю,Скорее не согласен,Не одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,5.0,3.0,4.0,8.0,4.0,8.0,1.0,8.0,5.0,Коммунистическая партия Коммунисты России,False,False,False,False,False,1,2,1,2,2,3,5,-1,3,2,3,2,3,0,1.0,1.0,5.0,3.0,4.0,8.0,1.0,8.0,5.0
1067671078,2022-01-22 21:29:31,2022-01-22 21:29:31,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,Человека другой религии,,Полностью согласен,Полностью не согласен,Абсолютно не согласен,Мог бы посетить,Полностью не доверяю,Скорее не доверяю,Абсолютно не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,1.0,5.0,10.0,8.0,10.0,8.0,1.0,8.0,1.0,КПРФ,False,False,False,False,False,1,2,2,2,1,1,5,2,4,3,3,1,3,0,1.0,1.0,1.0,5.0,10.0,8.0,1.0,8.0,1.0
1067669375,2022-01-22 21:28:20,2022-01-22 21:28:20,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее не согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Полностью доверяю,Скорее доверяю,Скорее согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,7.0,10.0,10.0,10.0,10.0,1.0,10.0,10.0,1.0,Партия Роста,False,False,False,False,False,1,2,2,2,2,3,5,3,1,2,4,4,3,0,1.0,1.0,7.0,10.0,10.0,10.0,10.0,10.0,1.0
1067668496,2022-01-22 21:27:42,2022-01-22 21:27:42,Мужской,30-49,малый город (до 50 тыс. жителей),male_30_49,Наркозависимого,,,Иммигранта,,,Полностью согласен,Скорее согласен,Абсолютно не согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,4.0,1.0,10.0,8.0,8.0,10.0,2.0,1.0,1.0,6.0,КПРФ,True,False,False,False,True,1,2,2,1,2,1,2,2,4,4,-1,1,3,0,1.0,4.0,1.0,10.0,8.0,8.0,1.0,1.0,6.0
1067667748,2022-01-22 21:27:08,2022-01-22 21:27:08,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Абсолютно не доверяю,5.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0,1.0,5.0,5.0,КПРФ,False,True,False,False,True,1,2,2,2,2,-1,-1,-1,-1,-1,4,-1,-1,0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0
1067667436,2022-01-22 21:26:55,2022-01-22 21:26:55,Мужской,30-49,посёлок городского типа,male_30_49,Наркозависимого,,Гомосексуала,Иммигранта,,,Скорее согласен,Полностью не согласен,Скорее не согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,2.0,1.0,1.0,3.0,8.0,7.0,9.0,6.0,9.0,8.0,1.0,КПРФ,False,False,False,False,False,1,2,1,1,2,2,5,2,4,4,2,1,3,0,2.0,1.0,1.0,3.0,8.0,7.0,9.0,8.0,1.0
1067666226,2022-01-22 21:26:01,2022-01-22 21:26:01,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,,,,Скорее не согласен,"Ни согласен, ни несогласен",Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,4.0,1.0,5.0,1.0,10.0,1.0,5.0,1.0,5.0,5.0,Справедливая Россия - За Правду,False,True,False,False,True,1,2,1,2,2,3,3,3,3,2,2,1,3,0,1.0,4.0,1.0,5.0,1.0,10.0,1.0,5.0,5.0
1067666024,2022-01-22 21:25:52,2022-01-22 21:25:52,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,Иммигранта,,,Скорее согласен,Полностью не согласен,Скорее не согласен,Мог бы посетить,Скорее доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,3.0,1.0,2.0,5.0,2.0,7.0,9.0,9.0,1.0,3.0,4.0,ЛДПР,False,False,False,False,False,1,2,1,1,2,2,5,2,2,3,4,3,3,0,3.0,1.0,2.0,5.0,2.0,7.0,1.0,3.0,4.0
1067665457,2022-01-22 21:25:27,2022-01-22 21:25:27,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,,,,Полностью согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Полностью доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,5.0,4.0,1.0,10.0,1.0,10.0,1.0,3.0,10.0,Единая Россия,False,False,False,False,False,1,2,1,2,2,1,5,3,1,3,-1,4,3,1,1.0,1.0,5.0,4.0,1.0,10.0,1.0,3.0,10.0
1067662882,2022-01-22 21:23:36,2022-01-22 21:23:36,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,,,,,,Не против любого из перечисленных,Скорее согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Абсолютно не доверяю,1.0,1.0,1.0,1.0,1.0,4.0,3.0,6.0,1.0,1.0,1.0,КПРФ,False,False,False,False,False,2,2,2,2,2,2,5,3,2,2,4,4,2,0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0
