ID,Время создания,Время изменения,Ваш пол,Сколько вам лет?,"Укажите тип населённого пункта, в котором вы проживаете.",Источник ответов,Кого бы вы НЕ хотели видеть своим соседом? / Наркозависимого,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой расы,Кого бы вы НЕ хотели видеть своим соседом? / Гомосексуала,Кого бы вы НЕ хотели видеть своим соседом? / Иммигранта,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой религии,Кого бы вы НЕ хотели видеть своим соседом? / Не против любого из перечисленных,"Согласны ли вы с утверждением: В целом, из мужчин получаются более хорошие политические лидеры, чем из женщин?","Согласны ли вы с утверждением: Гомосексуальные пары такие же хорошие родители, как и другие пары?",Согласны ли вы с утверждением: Религия играет важную роль в моей жизни.,Могли бы вы посетить несанкционированный политический митинг?,Доверяете ли вы Правительству?,Доверяете ли вы полиции?,"Согласны ли вы с утверждением: Среди политических лидеров женщины более компетентны, чем мужчины",Одобряете ли вы деятельность Владимира Путина?,"По вашему мнению, как часто в вашей стране фальсифицируют выборы?","По вашему мнению, какой должна быть иммиграционная политика?",Доверяете ли вы движениям за женские права?,"Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Для мужчины оправдано ударить свою жену","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Гомосексуализм - это норма","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Проституция может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Аборт может быть оправдан","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Родители могут ударить своего ребёнка","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Секс до брака - это норма","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Религия НЕ играет важную роль в моей жизни","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Мужчины лучше справляются с ответственными должностями","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Самоубийство может быть оправдано","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Эвтаназия может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Случайные половые связи могут быть оправданы","За какую партию вы бы проголосовали, если бы выборы были бы завтра?",failed_sexism_check,failed_religion_check,invalid_age,invalid_sex,failed_control,Q18: Neighbors: Drug addicts,Q19: Neighbors: People of a different race,Q22: Neighbors: Homosexuals,Q21: Neighbors: Immigrants/foreign workers,Q23: Neighbors: People of a different religion,Q29: Men make better political leaders than women do,Q36: Homosexual couples are as good parents as other couples,Q212: Political action: Joining unofficial strikes,Q71: Confidence: The Government,Q69: Confidence: The Police,Q80: Confidence: The Women´s Movement,Q227: How often in country´s elections: Voters are bribed,Q130: Immigration policy preference,Q223: Which party would you vote for if there were a national election tomorrow,Q189: Justifiable: For a man to beat his wife,Q182: Justifiable: Homosexuality,Q183: Justifiable: Prostitution,Q184: Justifiable: Abortion,Q190: Justifiable: Parents beating children,Q186: Justifiable: Sex before marriage,Q187: Justifiable: Suicide,Q188: Justifiable: Euthanasia,Q193: Justifiable: Having casual sex,source,Q260: Sex,Q262: Age,source_age,source_sex,self_reported_age,self_reported_sex
1090624608.0,2022-02-09 21:18:07,2022-02-09 21:18:07,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,,,,,,Не против любого из перечисленных,Скорее не согласен,Затрудняюсь ответить,Скорее согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Скорее согласен,Не одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,1.0,1.0,2.0,5.0,3.0,3.0,2.0,3.0,4.0,ЛДПР,False,False,False,False,False,2,2,2,2,2,3,-1,2,3,3,2,2,3,0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,3.0,4.0,ours,,,30-49,female,50+,female
1090624100.0,2022-02-09 21:17:38,2022-02-09 21:17:38,Женский,более 50,средний город (50-100 тыс. жителей),female_50,,,Гомосексуала,,,,Скорее не согласен,Скорее не согласен,Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,5.0,5.0,8.0,1.0,3.0,1.0,10.0,10.0,10.0,Партия пенсионеров,False,False,False,False,False,2,2,1,2,2,3,4,3,3,3,3,2,3,0,1.0,1.0,5.0,5.0,8.0,1.0,10.0,10.0,10.0,ours,,,50+,female,50+,female
1090623531.0,2022-02-09 21:17:06,2022-02-09 21:17:06,Женский,более 50,сельский населённый пункт,female_50,Наркозависимого,,Гомосексуала,Иммигранта,,,Скорее согласен,Полностью не согласен,Скорее согласен,Мог бы посетить,Полностью не доверяю,Скорее не доверяю,Скорее согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,2.0,3.0,2.0,3.0,3.0,5.0,1.0,3.0,3.0,Справедливая Россия - За Правду,False,False,False,False,False,1,2,1,1,2,2,5,2,4,3,2,1,3,0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,ours,,,30-49,female,50+,female
1090622858.0,2022-02-09 21:16:25,2022-02-09 21:16:25,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Абсолютно не согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Скорее часто,Мы должны пускать всех желающих,Скорее не доверяю,1.0,1.0,1.0,6.0,1.0,1.0,1.0,10.0,1.0,10.0,1.0,Партия пенсионеров,False,True,False,False,True,1,2,1,2,2,2,5,-1,3,3,3,2,1,0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,10.0,1.0,ours,,,30-49,female,50+,female
1090622615.0,2022-02-09 21:16:12,2022-02-09 21:16:12,Женский,более 50,средний город (50-100 тыс. жителей),female_50,Наркозависимого,,Гомосексуала,Иммигранта,,,Скорее согласен,Скорее не согласен,Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно доверяю,1.0,1.0,1.0,7.0,1.0,10.0,5.0,5.0,1.0,10.0,1.0,КПРФ,False,False,False,False,False,1,2,1,1,2,2,4,3,2,2,1,3,3,0,1.0,1.0,1.0,7.0,1.0,10.0,1.0,10.0,1.0,ours,,,50+,female,50+,female
1090622427.0,2022-02-09 21:16:01,2022-02-09 21:16:01,Женский,более 50,сельский населённый пункт,female_50,Наркозависимого,,,,,,Скорее не согласен,Затрудняюсь ответить,Абсолютно согласен,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,5.0,5.0,1.0,10.0,1.0,5.0,1.0,5.0,5.0,Справедливая Россия - За Правду,True,False,False,False,True,1,2,2,2,2,3,-1,-1,-1,3,-1,1,3,0,1.0,1.0,5.0,5.0,1.0,10.0,1.0,5.0,5.0,ours,,,50+,female,50+,female
1090622238.0,2022-02-09 21:15:51,2022-02-09 21:15:51,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,,,,,Человека другой религии,,Затрудняюсь ответить,Скорее не согласен,Скорее согласен,Затрудняюсь ответить,Затрудняюсь ответить,Скорее доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Не очень часто,Запретить приезжать сюда из других стран,Скорее доверяю,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,Справедливая Россия - За Правду,False,False,False,False,False,2,2,2,2,1,-1,4,-1,-1,2,2,3,4,0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,ours,,,50+,female,50+,female
1090621964.0,2022-02-09 21:15:32,2022-02-09 21:15:32,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,Гомосексуала,,,,Скорее не согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,1.0,5.0,1.0,4.0,3.0,3.0,1.0,5.0,1.0,Справедливая Россия - За Правду,False,True,False,False,True,1,2,1,2,2,3,5,3,2,2,2,-1,3,0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,5.0,1.0,ours,,,50+,female,50+,female
1090620935.0,2022-02-09 21:14:31,2022-02-09 21:14:31,Женский,более 50,сельский населённый пункт,female_50,Наркозависимого,,Гомосексуала,Иммигранта,,,Скорее согласен,"Ни согласен, ни несогласен",Скорее согласен,Мог бы посетить,Полностью не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,2.0,3.0,3.0,3.0,3.0,5.0,1.0,3.0,2.0,Справедливая Россия - За Правду,False,False,False,False,False,1,2,1,1,2,2,3,2,4,3,2,1,3,0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,ours,,,50+,female,50+,female
1090620691.0,2022-02-09 21:14:16,2022-02-09 21:14:16,Женский,более 50,средний город (50-100 тыс. жителей),female_50,Наркозависимого,,Гомосексуала,,,,Затрудняюсь ответить,Полностью не согласен,Скорее согласен,Затрудняюсь ответить,Скорее доверяю,Полностью не доверяю,Затрудняюсь ответить,Одобряю,Скорее часто,Затрудняюсь ответить,Скорее не доверяю,1.0,1.0,2.0,2.0,2.0,3.0,3.0,5.0,1.0,5.0,1.0,Зелёные,False,False,False,False,False,1,2,1,2,2,-1,5,-1,2,4,3,2,-1,0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,5.0,1.0,ours,,,50+,female,50+,female
1090619911.0,2022-02-09 21:13:28,2022-02-09 21:13:28,Мужской,более 50,средний город (50-100 тыс. жителей),female_50,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Скорее не согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,Запретить приезжать сюда из других стран,Скорее не доверяю,1.0,1.0,1.0,3.0,1.0,10.0,10.0,7.0,1.0,1.0,1.0,Единая Россия,False,False,False,True,False,1,2,1,2,2,2,4,3,2,2,3,4,4,1,1.0,1.0,1.0,3.0,1.0,10.0,1.0,1.0,1.0,ours,,,50+,female,50+,male
1090619562.0,2022-02-09 21:13:08,2022-02-09 21:13:08,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,,,,,,Не против любого из перечисленных,Скорее не согласен,Затрудняюсь ответить,Абсолютно не согласен,Никогда бы не посетил,Полностью доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,5.0,3.0,8.0,3.0,5.0,5.0,5.0,1.0,1.0,1.0,Единая Россия,False,True,False,False,True,2,2,2,2,2,3,-1,3,1,2,-1,4,3,1,1.0,5.0,3.0,8.0,3.0,5.0,1.0,1.0,1.0,ours,,,30-49,female,50+,female
1090619153.0,2022-02-09 21:12:43,2022-02-09 21:12:43,Женский,более 50,средний город (50-100 тыс. жителей),female_50,Наркозависимого,,Гомосексуала,,,,Полностью согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Полностью не доверяю,Полностью не доверяю,Скорее не согласен,Затрудняюсь ответить,Очень часто,Затрудняюсь ответить,Абсолютно не доверяю,1.0,1.0,1.0,1.0,3.0,1.0,4.0,10.0,1.0,1.0,1.0,КПРФ,False,False,False,False,False,1,2,1,2,2,1,5,3,4,4,4,1,-1,0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,ours,,,30-49,female,50+,female
1090619130.0,2022-02-09 21:12:42,2022-02-09 21:12:42,Женский,более 50,средний город (50-100 тыс. жителей),female_50,,,,,,Не против любого из перечисленных,Полностью согласен,"Ни согласен, ни несогласен",Скорее согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Абсолютно не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,5.0,10.0,10.0,1.0,5.0,1.0,10.0,5.0,10.0,5.0,КПРФ,False,False,False,False,False,2,2,2,2,2,1,3,2,4,4,4,1,3,0,1.0,5.0,10.0,10.0,1.0,5.0,5.0,10.0,5.0,ours,,,50+,female,50+,female
1090619041.0,2022-02-09 21:12:36,2022-02-09 21:12:36,Женский,более 50,средний город (50-100 тыс. жителей),female_50,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Скорее не согласен,Мог бы посетить,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,6.0,6.0,2.0,9.0,4.0,7.0,1.0,3.0,7.0,Справедливая Россия - За Правду,False,False,False,False,False,1,2,1,2,2,2,5,2,2,2,3,4,3,0,1.0,1.0,6.0,6.0,2.0,9.0,1.0,3.0,7.0,ours,,,30-49,female,50+,female
